"food_id","food_name","portion_size","calorie","protein_gr","carbohydrate_gr","fat_gr"
"53239100",Pocky (Includes: biscuit sticks,Per 100g,447.0,10.0,51.08,22.5
"53241510",Marie biscuit (Includes: Rich tea biscuit; Maria),Per 100g,406.0,7.05,70.54,10.58
"53270100",Cookies,Per 100g,506.0,6.32,67.94,23.2
"53300100",Pie,Per 100g,296.0,2.7,37.55,15.28
"53300200",Tart,Per 100g,316.0,3.0,42.6,16.1
"53344300",Dessert pizza (Includes: fruit pizza),Per 100g,204.0,1.84,32.38,7.53
"53391000",Pie shell (Includes: pie crust),Per 100g,508.0,6.5,56.24,28.59
"53391100",Pie shell,Per 100g,501.0,5.1,64.3,24.83
"53410100",Cobbler,Per 100g,217.0,2.05,33.56,8.66
"53415100",Crisp,Per 100g,215.0,2.81,30.18,9.59
"53415110",Fritter,Per 100g,378.0,6.56,27.46,26.93
"53420000",Cream puff,Per 100g,280.0,4.2,11.05,24.39
"53420400",Sopaipilla,Per 100g,367.0,5.79,41.46,20.18
"53420410",Sopaipilla with syrup or honey,Per 100g,361.0,4.38,51.7,16.25
"53430100",Crepe,Per 100g,170.0,4.87,22.92,6.52
"53430700",Tamale,Per 100g,259.0,2.22,35.61,12.57
"53440000",Strudel,Per 100g,281.0,1.96,37.18,14.08
"53441110",Baklava (Includes: Kadayif),Per 100g,440.0,6.58,37.55,29.34
"53441210",Basbousa (Includes: semolina dessert dish),Per 100g,282.0,4.81,43.76,9.94
"53450000",Turnover,Per 100g,316.0,3.0,42.6,16.1
"53452100",Pastry,Per 100g,400.0,4.76,54.43,19.61
"53452450",Cheese pastry puffs (Includes: cheese straws),Per 100g,265.0,9.3,13.4,19.54
"53453150",Empanada,Per 100g,260.0,2.67,36.96,11.51
"53500100",Breakfast pastry,Per 100g,371.0,5.4,47.8,18.5
"53510000",Danish pastry,Per 100g,403.0,7.0,44.6,22.4
"53520000",Doughnut,Per 100g,426.0,5.52,49.52,22.86
"53520170",Doughnut holes (Includes: Munchkins),Per 100g,426.0,5.52,49.52,22.86
"53520200",Churros (Includes: Mexican crullers),Per 100g,419.0,6.05,48.87,22.21
"53520510",Beignet (Includes: malasada; okinawan; sweet fried dough),Per 100g,417.0,5.46,53.69,20.18
"53530000",Breakfast tart (Includes: Pop Tart; with or without frosting; pasrty crisp),Per 100g,385.0,4.01,71.83,9.02
"53530010",Breakfast tart,Per 100g,372.0,3.99,76.8,5.99
"53710400",Cereal or granola bar (General Mills Fiber One Chewy Bar) (Includes: all flavors),Per 100g,389.0,5.0,69.82,10.0
"53710500",Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar) (Includes: all flavors),Per 100g,365.0,4.22,67.61,8.67
"53710502",Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar) (Includes: all flavors),Per 100g,365.0,4.22,67.61,8.67
"53710504",Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar) (Includes: all flavors),Per 100g,403.0,9.38,66.72,10.93
"53710600",Milk 'n Cereal bar (Includes: General Mills Honey Nut Cheerios; General Mills Chex; General Mills Cinnamon Toast Crunch; Kellogg's Frosted Flakes; Kellogg's Froot Loops),Per 100g,413.0,6.47,72.05,10.98
"53710700",Cereal or granola bar (Kellogg's Special K bar) (Includes: all flavors),Per 100g,409.0,9.09,72.73,9.09
"53710800",Cereal or granola bar (Kashi Chewy) (Includes: chocolate coated; all flavors; GOLEAN; TLC),Per 100g,390.0,16.67,63.42,7.69
"53710802",Cereal or granola bar (Kashi Crunchy) (Includes: all flavors; GOLEAN; TLC),Per 100g,429.0,18.57,53.26,15.71
"53710810",Cereal or granola bar (KIND Fruit and Nut Bar) (Includes: all flavors),Per 100g,502.0,13.89,43.74,32.28
"53710900",Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix) (Includes: all flavors),Per 100g,415.0,5.71,72.27,11.43
"53710902",Cereal or granola bar,Per 100g,423.0,5.71,74.29,11.43
"53710904",Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar) (Includes: all flavors),Per 100g,487.0,9.14,61.14,22.86
"53710906",Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar) (Includes: all flavors; Nature Valley Granola Bar,Per 100g,471.0,10.1,64.4,19.8
"53711000",Cereal or granola bar (Quaker Chewy Granola Bar) (Includes: all flavors; Quaker Oats bar,Per 100g,418.0,5.65,70.2,16.57
"53711002",Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar) (Includes: all flavors; Quaker Lowfat Chewy Granola Bars),Per 100g,408.0,4.17,79.17,8.33
"53711004",Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar) (Includes: all flavors; Quaker Chewy Reduced Sugar Granola Bar),Per 100g,412.0,5.55,69.4,12.5
"53711006",Cereal or granola bar (Quaker Chewy Dipps Granola Bar) (Includes: all flavors),Per 100g,480.0,7.52,64.96,20.42
"53711100",Cereal or granola bar (Quaker Granola Bites),Per 100g,451.0,7.17,66.27,17.5
"53712000",Snack bar,Per 100g,389.0,6.67,75.47,6.67
"53712100",Cereal or Granola bar,Per 100g,471.0,10.1,64.4,19.8
"53714220",Cereal or granola bar with nuts,Per 100g,536.0,9.6,54.1,31.2
"53714500",Breakfast bar,Per 100g,376.0,4.4,72.8,7.5
"53720100",Nutrition bar (Balance Original Bar) (Includes: all flavors),Per 100g,415.0,28.0,48.73,12.0
"53720200",Nutrition bar (Clif Bar) (Includes: all flavors; Clif Minis),Per 100g,346.0,14.71,65.44,5.88
"53720210",Nutrition bar (Clif Kids Organic Zbar) (Includes: all flavors),Per 100g,416.0,5.55,74.72,9.72
"53720300",Nutrition bar (PowerBar) (Includes: all flavors; PowerBar energy bar),Per 100g,363.0,14.15,69.63,3.11
"53720400",Nutrition bar (Slim Fast Original Meal Bar) (Includes: Slim Fast meal-on-the-go and granola meal bars,Per 100g,386.0,16.19,60.21,8.92
"53720500",Nutrition bar (Snickers Marathon Protein Bar),Per 100g,415.0,25.0,50.5,12.5
"53720600",Nutrition bar (South Beach Living Meal Bar) (Includes: all flavors),Per 100g,386.0,16.19,60.21,8.92
"53720610",Nutrition bar (South Beach Living High Protein Bar) (Includes: all flavors),Per 100g,412.0,30.34,38.4,15.17
"53720700",Nutrition bar (Tiger's Milk),Per 100g,387.0,16.8,56.46,14.29
"53720800",Nutrition bar (Zone Perfect Classic Crunch) (Includes: all flavors),Per 100g,426.0,30.0,45.0,14.0
"53729000",Nutrition bar or meal replacement bar,Per 100g,386.0,22.36,55.22,9.94
"53800000",Baby Toddler snack,Per 100g,359.0,7.34,83.4,3.29
"53801000",Baby Toddler bar (Includes: snack; cereal and fruit bar),Per 100g,344.0,5.43,68.63,5.3
"53803100",Baby Toddler cookie (Includes: snack; any flavor),Per 100g,420.0,9.88,69.79,11.24
"53803300",Baby Toddler biscuit (Includes: snack; teething biscuit; rice rusk; wafer),Per 100g,395.0,11.37,80.53,2.97
"54001000",Crackers,Per 100g,510.0,6.64,61.3,26.43
"54102010",Graham crackers (Includes: Honeymaid Sticks; all flavors; graham crackers,Per 100g,430.0,6.69,77.66,10.6
"54102015",Graham crackers (Teddy Grahams) (Includes: all flavors; Teddy Grahams,Per 100g,430.0,6.69,77.66,10.6
"54102020",Graham crackers,Per 100g,500.0,4.0,66.78,25.8
"54318000",Chips,Per 100g,384.0,8.2,81.5,2.8
"54318500",Rice cake (Includes: all flavors; puffed rice cake with seeds and other grains; mini rice cakes,Per 100g,392.0,7.1,81.1,4.3
"54319020",Popcorn cake (Includes: puffed corn and rice cake; Quaker Caramel Corn Cake; Quaker Popped Kettle Corn popcorn cakes),Per 100g,384.0,9.7,80.1,3.1
"54319500",Rice paper (Includes: rice paper wrappers or banh trang),Per 100g,323.0,5.91,72.26,1.11
"54350000",Baby Toddler crackers (Includes: snack),Per 100g,391.0,12.5,83.21,0.87
"54350100",Baby Toddler puffs,Per 100g,344.0,6.19,85.79,2.3
"54360000",Baby Toddler crunchies (Includes: snack; any flavor; cheese puffs or melts),Per 100g,462.0,3.2,69.14,19.24
"54360100",Baby Toddler wheels (Includes: snack; any flavor),Per 100g,413.0,10.0,78.89,6.41
"54401011",Corn nuts (Includes: corn nuggets; plain or flavored),Per 100g,446.0,8.5,71.86,15.64
"54401021",Corn chips,Per 100g,535.0,6.12,56.82,33.1
"54401055",Cheese flavored corn snacks (Includes: corn-cheese puffs,Per 100g,567.0,5.46,54.54,36.54
"54401065",Cheese flavored corn snacks,Per 100g,432.0,8.5,72.35,12.1
"54401075",Tortilla chips,Per 100g,472.0,7.1,67.78,20.68
"54401081",Cheese flavored corn snacks (Cheetos) (Includes: Cheetos,Per 100g,567.0,5.46,54.54,36.54
"54402200",Snack mix (Includes: Frito Lay Munchies Snack Mix; Party Mix; SunChip,Per 100g,504.0,6.87,63.11,25.79
"54402610",Potato chips,Per 100g,505.0,5.3,65.34,24.74
"54402700",Pita chips (Includes: all flavors; salted; pita crackers; Stacy's Pita Chips; multigrain; plain),Per 100g,457.0,11.79,68.26,15.2
"54403001",Popcorn,Per 100g,518.0,9.13,54.99,30.57
"54404000",Popcorn chips,Per 100g,438.0,10.19,74.18,11.19
"54406010",Onion flavored rings (Includes: all flavors; Funyuns),Per 100g,499.0,7.7,65.1,22.6
"54406200",Shrimp chips (Includes: shrimp crackers; prawn crackers; Banh Phong Tom; tapioca base),Per 100g,426.0,7.14,59.09,17.86
"54408000",Pretzels,Per 100g,384.0,10.04,80.39,2.93
"54408105",Pretzel chips,Per 100g,375.0,9.8,78.43,2.86
"54420210",Multigrain chips (Sun Chips) (Includes: all flavors; plain),Per 100g,491.0,7.95,67.26,21.11
"54420220",Snack mix,Per 100g,417.0,8.74,72.2,10.34
"54440010",Bagel chips (Includes: all flavors),Per 100g,451.0,12.34,66.36,15.14
"54440020",Cracker chips (Includes: all flavors; Pepperidge Farm Cracker Chips; Ritz Chips; Special K Cracker Chips; Wheat Thins Toasted Chips; multigrain Ritz Chips; Pepperidge Farm Multi-Grain Chips),Per 100g,491.0,7.95,67.26,21.11
"55100005",Pancakes,Per 100g,282.0,7.41,35.32,12.07
"55200010",Waffle,Per 100g,309.0,7.42,48.39,9.49
"55300010",French toast,Per 100g,273.0,10.36,32.34,11.38
"55301031",French toast sticks (Includes: frozen),Per 100g,278.0,7.52,40.62,9.18
"55301040",French toast sticks,Per 100g,400.0,7.06,48.48,20.87
"55501000",Chinese pancake,Per 100g,207.0,4.05,45.38,0.38
"55610300",Dumpling,Per 100g,125.0,3.45,20.49,3.37
"55701000",Cake made with glutinous rice (Includes: Japanese rice cake Mochi; Chinese Nian gao / gau or New Year Cake; Filipino Puto cake; Korean Tteok or Duk cake),Per 100g,279.0,2.49,53.57,6.51
"55702000",Idli (Includes: Indian steamed rice cake; dried beans),Per 100g,128.0,6.36,24.98,0.35
"55702100",Dosa,Per 100g,210.0,5.7,37.04,4.05
"55703000",Cake made with glutinous rice and dried beans (Includes: Korean Cake 'Injolmi'),Per 100g,185.0,7.76,36.09,0.6
"55801000",Funnel cake with sugar,Per 100g,353.0,7.87,43.49,16.57
"55801010",Funnel cake with sugar and fruit,Per 100g,380.0,5.84,55.18,15.7
"56104000",Pasta,Per 100g,128.0,4.52,26.55,0.11
"56112000",Noodles,Per 100g,137.0,4.51,25.01,2.06
"56116990",Long rice noodles,Per 100g,84.0,0.04,20.66,0.01
"56117090",Rice noodles,Per 100g,107.0,1.78,23.87,0.2
"56200300",Cereal,Per 100g,64.0,2.21,11.36,1.09
"56200410",Barley (Includes: all liquids; with or without fat),Per 100g,139.0,2.2,27.23,2.74
"56200510",Buckwheat groats (Includes: kasha; all liquids; with or without fat),Per 100g,118.0,3.24,18.99,3.97
"56200990",Grits,Per 100g,71.0,1.19,12.2,1.84
"56201515",Cornmeal mush,Per 100g,71.0,1.11,12.25,1.84
"56201600",Masa harina,Per 100g,97.0,2.26,20.5,0.99
"56202000",Millet (Includes: all liquids; with or without fat),Per 100g,118.0,3.5,23.57,1.0
"56202900",Oatmeal,Per 100g,80.0,2.6,11.9,2.54
"56204000",Quinoa,Per 100g,146.0,4.2,20.22,5.42
"56205000",Rice,Per 100g,129.0,2.67,27.99,0.28
"56205050",Cream of rice (Includes: cream of rye),Per 100g,69.0,1.17,15.28,0.09
"56205101",Congee (Includes: rice porridge or gruel),Per 100g,39.0,0.8,8.4,0.08
"56205130",Yellow rice,Per 100g,88.0,1.8,19.1,0.45
"56206990",Cream of wheat,Per 100g,65.0,1.44,10.39,1.8
"56207110",Bulgur,Per 100g,83.0,3.06,18.48,0.24
"56207160",Couscous,Per 100g,111.0,3.77,23.11,0.16
"56207200",Whole wheat cereal,Per 100g,47.0,1.55,10.39,0.28
"56207370",Wheat cereal,Per 100g,49.0,1.79,10.96,0.47
"56208500",Oat bran cereal,Per 100g,46.0,3.21,12.28,1.3
"57412000",Wheat germ,Per 100g,382.0,29.1,49.6,10.7
"57601100",Wheat bran (Includes: millers bran),Per 100g,216.0,15.55,64.51,4.25
"57602100",Oats,Per 100g,379.0,13.15,67.7,6.52
"57801000",Baby Toddler cereal,Per 100g,376.0,13.2,69.4,6.6
"58100360",Chilaquiles (Includes: migas; tortilla casserole),Per 100g,195.0,10.63,14.9,10.67
"58101830",Frito pie,Per 100g,328.0,9.96,26.32,20.98
"58101835",Mexican pizza,Per 100g,249.0,15.47,15.3,13.94
"58101930",Taco or tostada salad with meat (Includes: Taco Bell Taco Salad; with beef,Per 100g,179.0,7.45,16.49,9.32
"58101935",Taco or tostada salad with chicken (Includes: with turkey),Per 100g,167.0,7.83,16.29,8.02
"58101940",Taco or tostada salad,Per 100g,163.0,5.28,19.3,7.36
"58101945",Taco or tostada salad with meat and sour cream (Includes: with beef,Per 100g,181.0,6.91,15.12,10.4
"58101950",Taco or tostada salad with chicken and sour cream (Includes: with turkey),Per 100g,171.0,7.24,14.96,9.26
"58102000",Taco,Per 100g,246.0,15.31,15.62,13.56
"58102300",Burrito,Per 100g,219.0,11.12,23.87,8.54
"58102700",Burrito bowl,Per 100g,145.0,13.03,10.58,5.44
"58102800",Enchilada,Per 100g,178.0,10.03,14.64,9.02
"58103310",Tamale casserole with meat,Per 100g,174.0,7.38,15.8,9.04
"58104105",Nachos,Per 100g,265.0,7.6,23.85,15.85
"58104255",Gordita,Per 100g,324.0,10.65,22.39,21.59
"58104500",Chimichanga,Per 100g,324.0,12.08,25.76,18.8
"58104700",Quesadilla,Per 100g,316.0,13.36,28.62,16.21
"58104800",Taquito,Per 100g,309.0,11.16,32.15,15.32
"58104990",Fajita,Per 100g,219.0,11.7,17.99,11.02
"58105100",Pupusa,Per 100g,256.0,11.72,22.39,13.25
"58106200",Pizza,Per 100g,263.0,11.91,28.8,11.07
"58106345",Pizza with cheese and extra vegetables,Per 100g,208.0,8.68,25.98,7.8
"58106512",Pizza with pepperoni,Per 100g,274.0,12.25,27.52,12.71
"58106602",Pizza with meat other than pepperoni,Per 100g,267.0,12.34,26.98,12.1
"58106650",Pizza with extra meat,Per 100g,277.0,14.72,24.25,13.36
"58106700",Pizza with meat and vegetables,Per 100g,276.0,11.28,25.14,14.43
"58106736",Pizza with extra meat and extra vegetables,Per 100g,222.0,11.43,23.67,9.16
"58106750",Pizza with meat and fruit,Per 100g,227.0,10.88,27.01,8.34
"58106820",Pizza with beans and vegetables,Per 100g,203.0,9.29,26.88,6.63
"58107205",White pizza,Per 100g,285.0,12.4,27.58,13.66
"58108000",Calzone,Per 100g,389.0,17.59,29.49,22.51
"58108050",Pizza rolls,Per 100g,345.0,9.19,53.39,10.5
"58109210",Breakfast pizza with egg,Per 100g,292.0,14.02,25.63,14.5
"58110110",Egg roll,Per 100g,270.0,5.62,30.02,14.14
"58110200",Roll with meat and/or shrimp,Per 100g,112.0,5.65,17.23,2.65
"58111110",Wonton,Per 100g,192.0,8.76,14.05,11.13
"58111200",Puffs,Per 100g,314.0,9.4,35.09,15.12
"58117210",Cornmeal stick,Per 100g,415.0,6.92,48.38,20.97
"58117310",Kibby,Per 100g,168.0,8.76,17.99,7.2
"58117410",Bacalaitos fritos (Includes: codfish fritter),Per 100g,281.0,14.43,36.1,8.63
"58117510",Hayacas,Per 100g,157.0,5.82,9.37,10.83
"58121610",Pierogi,Per 100g,195.0,5.26,29.64,6.14
"58122210",Gnocchi,Per 100g,178.0,8.51,9.38,11.96
"58122320",Knish (Includes: pastry filled with cheese,Per 100g,345.0,10.51,31.92,19.73
"58123110",Bao bun (Includes: any meat; char siu; manapua; pork bun),Per 100g,273.0,11.17,39.78,7.58
"58123120",Bao bun,Per 100g,268.0,6.73,54.27,2.94
"58124250",Spanakopita (Includes: Greek spinach cheese pie),Per 100g,212.0,8.27,10.35,15.15
"58124500",Samosa (Includes: pastry with potatoes and peas),Per 100g,310.0,5.14,33.16,17.47
"58125110",Quiche with meat,Per 100g,387.0,15.5,12.12,30.63
"58125120",Spinach quiche,Per 100g,299.0,10.29,11.68,23.51
"58125180",Cheese quiche,Per 100g,365.0,11.91,13.74,29.23
"58126100",Turnover or hot pocket,Per 100g,260.0,10.26,27.9,11.92
"58126290",Turnover or lean pocket (Includes: all varieties),Per 100g,208.0,10.61,24.38,7.5
"58126400",Turnover or breakfast pocket,Per 100g,265.0,10.01,30.9,11.29
"58128000",Biscuit with gravy (Includes: with sausage gravy),Per 100g,224.0,6.2,16.98,14.68
"58128110",Chicken cornbread,Per 100g,167.0,13.78,9.38,8.21
"58128120",Cornmeal dressing with chicken or turkey and vegetables (Includes: cornbread stuffing with poultry and vegetables),Per 100g,237.0,7.6,19.27,14.45
"58128210",Dressing with oysters (Includes: oyster stuffing),Per 100g,189.0,4.95,18.4,10.75
"58128220",Dressing with chicken or turkey and vegetables (Includes: poultry stuffing with vegetables; stuffing with giblets),Per 100g,217.0,8.2,20.97,11.17
"58128250",Dressing with meat and vegetables (Includes: stuffing with sausage; with ground beef; with pepperoni; with ham; with bacon; with salami),Per 100g,243.0,7.94,20.36,14.56
"58130011",Lasagna with meat (Includes: lasagna NFS),Per 100g,139.0,7.45,16.17,4.97
"58130013",Lasagna with meat,Per 100g,97.0,3.24,13.26,3.41
"58130020",Lasagna with meat and spinach,Per 100g,207.0,13.33,13.76,10.79
"58130140",Lasagna with chicken or turkey,Per 100g,205.0,13.74,14.01,10.37
"58130150",Lasagna,Per 100g,201.0,13.51,13.76,10.14
"58131100",Ravioli,Per 100g,185.0,10.3,19.89,6.97
"58133110",Manicotti,Per 100g,207.0,10.4,20.4,9.3
"58134110",Stuffed shells,Per 100g,205.0,9.93,22.21,8.51
"58134610",Tortellini,Per 100g,134.0,6.62,15.83,4.92
"58134810",Cannelloni,Per 100g,157.0,6.31,18.36,6.51
"58135110",Chow fun noodles with meat and vegetables,Per 100g,102.0,7.09,11.51,2.74
"58135120",Chow fun noodles with vegetables,Per 100g,74.0,1.56,14.46,0.97
"58136110",Lo mein,Per 100g,121.0,4.77,20.16,2.35
"58137210",Pad Thai,Per 100g,154.0,8.13,14.36,7.5
"58137230",Pad Thai with chicken (Includes: turkey and other poultry),Per 100g,154.0,8.13,14.36,7.5
"58137240",Pad Thai with seafood (Includes: shrimp; fish),Per 100g,147.0,6.84,15.05,6.82
"58137250",Pad Thai with meat,Per 100g,160.0,8.18,14.73,7.92
"58137300",Adobo,Per 100g,172.0,16.89,8.14,7.66
"58140310",Macaroni with tuna,Per 100g,147.0,7.71,18.13,4.74
"58145110",Macaroni or noodles with cheese (Includes: macaroni casserole,Per 100g,223.0,8.68,23.08,10.5
"58145111",Macaroni or noodles with cheese,Per 100g,151.0,5.42,18.8,6.06
"58145120",Macaroni or noodles with cheese and tuna (Includes: Tuna Helper Cheesy Noodles 'n' Tuna; Tuna Helper Tuna Au gratin),Per 100g,164.0,7.59,18.23,6.79
"58145135",Macaroni or noodles with cheese and meat (Includes: beef; pork or ham),Per 100g,210.0,11.79,15.14,11.16
"58145136",Macaroni or noodles with cheese and meat,Per 100g,144.0,8.24,10.27,7.59
"58145140",Macaroni or noodles with cheese and tomato,Per 100g,148.0,3.94,18.72,6.53
"58145160",Macaroni or noodles with cheese and frankfurters or hot dogs,Per 100g,209.0,6.17,18.71,12.25
"58145170",Macaroni or noodles with cheese and egg,Per 100g,185.0,5.91,19.0,9.52
"58145190",Macaroni or noodles with cheese and chicken or turkey,Per 100g,178.0,12.53,14.82,7.61
"58146120",Pasta with tomato-based sauce,Per 100g,147.0,7.61,13.34,7.1
"58146150",Pasta with tomato-based sauce and cheese (Includes: Baked Ziti,Per 100g,119.0,3.74,14.98,4.83
"58146160",Pasta with vegetables,Per 100g,144.0,4.46,23.1,3.54
"58146210",Pasta with sauce,Per 100g,125.0,5.86,19.15,2.58
"58146315",Pasta with sauce and meat,Per 100g,117.0,5.95,17.5,3.12
"58146321",Pasta with tomato-based sauce and meat,Per 100g,178.0,5.43,17.74,9.25
"58146341",Pasta with tomato-based sauce and poultry,Per 100g,171.0,5.59,17.74,8.47
"58146361",Pasta with tomato-based sauce and seafood,Per 100g,166.0,5.16,17.98,7.97
"58146381",Pasta with cream sauce,Per 100g,204.0,3.72,15.56,13.95
"58146391",Pasta with cream sauce and added vegetables,Per 100g,191.0,3.7,15.95,12.41
"58146401",Pasta with cream sauce and meat,Per 100g,213.0,5.67,15.41,14.1
"58146421",Pasta with cream sauce and poultry,Per 100g,206.0,5.83,15.41,13.33
"58146441",Pasta with cream sauce and seafood,Per 100g,202.0,5.4,15.66,12.82
"58147110",Pasta with tomato-based sauce and beans or lentils (Includes: spaghetti,Per 100g,125.0,5.23,20.94,2.28
"58147330",Macaroni or noodles,Per 100g,158.0,4.72,22.03,5.49
"58147510",Flavored pasta (Includes: meatless yat ga mein; meatless chow wor mein; dry pasta mix with sauce; Knorr Noodles and Sauce; Knorr Pasta and Sauce; Knorr Italian Sides; Knorr Pasta Sides; Pasta Roni; made with or without fat; any type of fat),Per 100g,87.0,2.47,14.45,2.21
"58147520",Yat Ga Mein with meat,Per 100g,134.0,10.36,11.16,5.57
"58148110",Macaroni or pasta salad,Per 100g,221.0,4.46,24.65,11.52
"58148120",Macaroni or pasta salad with egg (Includes: made with assorted vegetables and any dressing),Per 100g,215.0,5.18,22.54,11.44
"58148130",Macaroni or pasta salad with tuna (Includes: made with assorted vegetables and any dressing),Per 100g,200.0,6.69,20.88,9.9
"58148140",Macaroni or pasta salad with crab meat (Includes: made with assorted vegetables and any dressing),Per 100g,201.0,6.48,20.94,9.9
"58148150",Macaroni or pasta salad with shrimp (Includes: made with assorted vegetables and any dressing),Per 100g,203.0,6.86,20.94,9.99
"58148160",Macaroni or pasta salad with tuna and egg (Includes: made with assorted vegetables and any dressing),Per 100g,197.0,7.14,19.36,9.96
"58148170",Macaroni or pasta salad with chicken (Includes: made with assorted vegetables and any dressing),Per 100g,213.0,7.82,20.94,10.75
"58148180",Macaroni or pasta salad with cheese (Includes: made with assorted vegetables and any dressing),Per 100g,246.0,6.89,21.78,14.43
"58148550",Macaroni or pasta salad with meat (Includes: made with assorted vegetables and any dressing),Per 100g,211.0,7.65,20.82,10.59
"58149110",Noodle pudding (Includes: kugel),Per 100g,209.0,5.94,31.02,7.4
"58150100",Bibimbap,Per 100g,76.0,5.5,8.11,2.44
"58150520",Dukboki or Tteokbokki,Per 100g,131.0,4.11,19.61,4.05
"58151100",Sushi,Per 100g,94.0,2.92,18.39,0.67
"58151170",Sushi roll,Per 100g,93.0,1.8,17.65,1.47
"58151220",Sushi roll tuna (Includes: NS as to rolled or topped; Maki or Temaki),Per 100g,97.0,7.4,15.3,0.26
"58155320",Seafood paella,Per 100g,146.0,7.59,15.7,5.64
"58155410",Soupy rice with chicken,Per 100g,151.0,12.07,16.47,4.04
"58155510",Soupy rice mixture with chicken and potatoes,Per 100g,112.0,6.34,12.07,4.26
"58155810",Stewed rice,Per 100g,224.0,3.96,33.43,7.8
"58155910",Rice with squid,Per 100g,264.0,8.87,29.31,11.8
"58156210",Rice with vienna sausage,Per 100g,269.0,6.46,33.54,11.6
"58156310",Rice with Spanish sausage,Per 100g,289.0,8.39,32.39,13.58
"58156710",Rice with stewed beans,Per 100g,138.0,3.66,23.02,3.23
"58157300",Congee,Per 100g,58.0,4.34,7.0,1.28
"58160000",Biryani with vegetables (Includes: plain biryani; Indian rice with vegetables; vegetarian biryani),Per 100g,109.0,1.93,17.91,3.2
"58160100",Beans and rice,Per 100g,185.0,6.29,24.41,6.99
"58160102",Kidney beans and rice,Per 100g,179.0,5.72,23.17,7.07
"58160104",Black beans and rice,Per 100g,182.0,5.82,23.66,7.09
"58160106",Pinto beans and rice,Per 100g,188.0,5.9,25.02,7.15
"58160110",Beans and white rice (Includes: lentils; peas; all other beans except red,Per 100g,164.0,6.5,25.19,4.21
"58160150",Kidney beans and white rice (Includes: red; all types of rice except brown),Per 100g,158.0,5.9,23.91,4.29
"58160154",Black beans and white rice (Includes: all types of rice except brown),Per 100g,160.0,6.01,24.42,4.32
"58160156",Pinto beans and white rice (Includes: calico; all types of rice except brown),Per 100g,167.0,6.09,25.82,4.38
"58161320",Beans and brown rice (Includes: lentils; peas; all other beans except red,Per 100g,162.0,6.4,24.29,4.54
"58161321",Kidney beans and brown rice (Includes: red),Per 100g,155.0,5.81,23.02,4.63
"58161322",Black beans and brown rice,Per 100g,158.0,5.91,23.52,4.65
"58161323",Pinto beans and brown rice (Includes: calico),Per 100g,164.0,6.0,24.92,4.71
"58161510",Grape leaves stuffed with rice,Per 100g,168.0,2.28,13.88,11.95
"58161710",Rice croquette,Per 100g,154.0,3.35,20.08,6.58
"58162090",Stuffed pepper,Per 100g,198.0,9.2,4.23,15.87
"58162130",Stuffed tomato,Per 100g,99.0,4.75,9.86,4.54
"58162310",Rice pilaf (Includes: Suzi Wan Sweet'n Sour Rice),Per 100g,137.0,3.29,24.08,3.03
"58163130",Dirty rice (Includes: rice cooked with chicken giblets; cajun rice),Per 100g,112.0,5.12,17.25,2.25
"58163310",Flavored rice mixture (Includes: Uncle Ben's,Per 100g,127.0,1.87,19.83,4.26
"58163330",Flavored rice mixture with cheese (Includes: rice au gratin; Uncle Ben's Country Inn cheese and rice mixtures),Per 100g,124.0,2.99,25.22,1.2
"58163360",Flavored rice,Per 100g,106.0,2.72,19.34,2.15
"58163380",Flavored rice and pasta mixture (Includes: Rice-A-Roni,Per 100g,118.0,2.68,19.11,3.49
"58163400",Flavored rice and pasta mixture,Per 100g,111.0,2.59,17.29,3.43
"58163405",Spanish rice,Per 100g,185.0,3.28,31.16,5.29
"58163450",Spanish rice with ground beef,Per 100g,163.0,9.68,14.79,6.91
"58163510",Rice dressing (Includes: rice stuffing combined with bread),Per 100g,110.0,1.98,17.61,3.29
"58164110",Rice with raisins,Per 100g,162.0,2.65,32.13,2.58
"58164210",Rice dessert or salad with fruit (Includes: glorified rice),Per 100g,154.0,1.39,20.8,7.29
"58174000",Upma (Includes: Indian breakfast dish),Per 100g,87.0,1.98,13.81,2.64
"58175000",Vada (Includes: lentil or bean dumpling; fritter),Per 100g,266.0,12.75,33.25,9.73
"58175110",Tabbouleh (Includes: Tabbuli; bulgar with tomatoes and parsley),Per 100g,127.0,1.64,9.65,9.66
"58200210",Vegetable sandwich on white (Includes: bread,Per 100g,120.0,3.94,21.53,2.11
"58200220",Vegetable sandwich on white,Per 100g,147.0,5.82,19.65,5.11
"58200230",Vegetable sandwich on wheat (Includes: bread,Per 100g,119.0,4.67,20.14,2.25
"58200240",Vegetable sandwich on wheat,Per 100g,146.0,6.46,18.42,5.24
"58200250",Vegetable sandwich wrap (Includes: tortilla; flatbread; cheese),Per 100g,160.0,5.42,19.71,6.55
"58201000",Jelly sandwich,Per 100g,267.0,5.72,57.5,2.16
"58302080",Noodles with vegetables in tomato-based sauce,Per 100g,70.0,3.63,10.82,1.55
