"food_id","food_name","portion_size","calorie","protein_gr","carbohydrate_gr","fat_gr"
"27510231",Whopper with cheese (Burger King),Per 100g,268.0,13.69,17.73,15.8
"27510232",Quarter Pounder with cheese (McDonalds),Per 100g,269.0,15.21,19.72,14.4
"27510254",Double cheeseburger,Per 100g,296.0,19.31,13.31,17.86
"27510386",Double cheeseburger (Burger King),Per 100g,278.0,16.3,16.92,15.73
"27510387",Double cheeseburger (McDonalds),Per 100g,282.0,16.24,17.97,16.18
"27510388",McDouble (McDonalds),Per 100g,282.0,16.24,17.97,16.18
"27510389",Big Mac (McDonalds) (Includes: Mac Jr; Grand Mac),Per 100g,261.0,11.94,21.53,14.1
"27510501",Hamburger slider,Per 100g,285.0,15.27,29.18,11.35
"27510521",Hamburger,Per 100g,288.0,17.51,20.68,14.38
"27510551",Hamburger (Burger King),Per 100g,254.0,13.63,25.98,10.24
"27510552",Whopper Jr (Burger King),Per 100g,216.0,10.73,21.14,9.58
"27510553",Hamburger (McDonalds),Per 100g,263.0,13.3,29.57,10.18
"27510573",Hamburger slider (Includes: miniature patty),Per 100g,288.0,17.76,19.71,14.72
"27510615",Whopper (Burger King),Per 100g,226.0,11.34,17.33,12.37
"27510649",Double hamburger,Per 100g,289.0,19.18,14.26,16.65
"27510700",Meatball sandwich or sub,Per 100g,207.0,11.3,21.31,8.23
"27510702",Meatloaf sandwich,Per 100g,217.0,11.75,28.73,6.15
"27510705",Chiliburger,Per 100g,232.0,14.76,17.67,11.01
"27510910",Corned beef sandwich on white (Includes: bread,Per 100g,259.0,13.65,25.68,11.02
"27510920",Corned beef sandwich on white,Per 100g,274.0,14.68,22.51,13.69
"27510930",Corned beef sandwich on wheat (Includes: bread,Per 100g,257.0,14.67,23.72,11.22
"27510940",Corned beef sandwich on wheat,Per 100g,273.0,15.55,20.86,13.86
"27510950",Reuben sandwich,Per 100g,282.0,10.01,16.42,19.43
"27513010",Roast beef sandwich on white (Includes: bread,Per 100g,194.0,13.87,25.76,3.64
"27513050",Roast beef sandwich on white,Per 100g,219.0,14.87,22.58,7.44
"27513055",Roast beef sandwich on wheat (Includes: bread,Per 100g,192.0,14.89,23.8,3.84
"27513065",Roast beef sandwich on wheat,Per 100g,217.0,15.73,20.93,7.61
"27513070",French dip sandwich (Includes: roast beef au jus),Per 100g,184.0,13.23,24.47,3.47
"27514010",Steak sandwich or sub on white (Includes: bread,Per 100g,249.0,17.91,25.45,8.07
"27514020",Steak sandwich or sub on wheat (Includes: bread,Per 100g,247.0,18.93,23.49,8.27
"27514030",Cheese steak sandwich or sub on white (Includes: bread,Per 100g,270.0,18.39,21.48,12.03
"27514040",Cheese steak sandwich or sub on wheat (Includes: bread,Per 100g,268.0,19.22,19.9,12.2
"27516010",Gyro sandwich,Per 100g,184.0,11.24,18.78,6.76
"27517000",Hamburger wrap sandwich,Per 100g,299.0,16.86,20.38,16.06
"27520210",Ham sandwich on white (Includes: bread,Per 100g,187.0,12.94,25.58,3.66
"27520220",Ham sandwich on white,Per 100g,213.0,14.08,22.43,7.46
"27520230",Ham sandwich on wheat (Includes: bread,Per 100g,185.0,13.96,23.62,3.86
"27520240",Ham sandwich on wheat,Per 100g,212.0,14.94,20.78,7.62
"27520255",Ham sandwich or sub,Per 100g,178.0,13.34,22.85,3.66
"27520270",Ham sandwich wrap (Includes: tortilla; flatbread; cheese),Per 100g,230.0,13.54,22.51,9.38
"27520340",Ham salad sandwich on white (Includes: bread,Per 100g,242.0,11.98,18.29,13.26
"27520345",Ham salad sandwich on wheat (Includes: bread,Per 100g,241.0,12.64,17.03,13.38
"27520410",Cuban sandwich,Per 100g,228.0,15.86,16.3,10.69
"27520500",Barbecue rib sandwich (Includes: bbq; McDonald's McRib),Per 100g,223.0,13.66,26.5,6.47
"27520510",Barbecue pork sandwich,Per 100g,243.0,14.97,24.86,8.83
"27520520",Pork sandwich (Includes: bread,Per 100g,226.0,17.73,25.45,5.47
"27520525",Pork sandwich,Per 100g,246.0,18.14,22.32,8.99
"27540010",Turkey sandwich on white (Includes: bread,Per 100g,189.0,12.03,26.51,3.68
"27540020",Turkey sandwich on white,Per 100g,215.0,13.31,23.22,7.47
"27540030",Turkey sandwich on wheat (Includes: bread,Per 100g,187.0,13.05,24.56,3.88
"27540040",Turkey sandwich on wheat,Per 100g,214.0,14.17,21.56,7.64
"27540050",Turkey sandwich or sub,Per 100g,180.0,12.33,23.89,3.69
"27540070",Turkey sandwich wrap (Includes: tortilla; flatbread; deli,Per 100g,232.0,12.77,23.3,9.4
"27540080",Chicken deli sandwich or sub,Per 100g,176.0,13.72,24.28,2.66
"27540120",Chicken salad sandwich on white (Includes: bread,Per 100g,246.0,12.42,18.32,13.7
"27540121",Chicken salad sandwich on wheat (Includes: bread,Per 100g,245.0,13.08,17.06,13.83
"27540122",Chicken salad sandwich wrap (Includes: tortilla; flatbread; turkey; cheese),Per 100g,269.0,12.89,16.99,16.56
"27540123",Club sandwich on white (Includes: bread,Per 100g,222.0,15.08,23.09,7.48
"27540124",Club sandwich on white,Per 100g,241.0,15.81,20.62,10.35
"27540125",Club sandwich on wheat (Includes: bread,Per 100g,220.0,15.98,21.38,7.65
"27540126",Club sandwich on wheat,Per 100g,239.0,16.58,19.13,10.5
"27540127",Club sandwich or sub,Per 100g,234.0,15.99,18.43,10.55
"27540130",Barbecue chicken sandwich,Per 100g,204.0,15.92,24.86,4.4
"27540132",Chicken fillet sandwich,Per 100g,281.0,12.17,27.48,13.46
"27540145",Chicken fillet biscuit,Per 100g,320.0,10.78,26.41,19.09
"27540210",Chicken fillet wrap sandwich,Per 100g,299.0,12.68,24.42,16.68
"27545100",Turkey or chicken burger,Per 100g,234.0,20.03,20.68,7.69
"27550000",Fish sandwich,Per 100g,235.0,14.46,25.7,8.15
"27550110",Crab cake sandwich (Includes: soft shell crab; shrimp cake),Per 100g,231.0,12.74,19.39,11.18
"27550120",Salmon cake sandwich (Includes: tuna cake),Per 100g,279.0,13.86,19.37,15.93
"27550150",Fried seafood sandwich (Includes: oyster; shrimp; clams; poor boy),Per 100g,234.0,11.32,24.67,9.82
"27550425",Fish wrap sandwich (Includes: fillet; tortilla; with or without cheese),Per 100g,262.0,14.73,22.61,12.44
"27550510",Sardine sandwich,Per 100g,234.0,17.87,21.87,7.96
"27550720",Tuna salad sandwich on white (Includes: tuna fish; bread,Per 100g,218.0,9.86,18.33,11.76
"27550730",Tuna salad sandwich on white,Per 100g,233.0,10.96,16.94,13.5
"27550735",Tuna salad sandwich on wheat (Includes: tuna fish; bread,Per 100g,217.0,10.52,17.07,11.89
"27550737",Tuna salad sandwich on wheat,Per 100g,232.0,11.55,15.81,13.62
"27550755",Tuna salad sandwich wrap (Includes: tuna fish; tortilla; flatbread; cheese),Per 100g,244.0,10.59,16.99,14.82
"27550800",Seafood salad sandwich (Includes: crab salad; shrimp salad; lobster salad),Per 100g,216.0,9.89,17.24,11.75
"27560130",Bologna sandwich on white (Includes: bread,Per 100g,274.0,9.87,28.49,13.33
"27560140",Bologna sandwich on white,Per 100g,287.0,11.48,24.9,15.65
"27560150",Bologna sandwich on wheat (Includes: bread,Per 100g,272.0,10.89,26.54,13.53
"27560160",Bologna sandwich on wheat,Per 100g,285.0,12.34,23.24,15.82
"27560300",Corn dog,Per 100g,250.0,8.57,26.96,12.02
"27560350",Pig in a blanket (Includes: dough wrapped hot dog),Per 100g,310.0,11.42,19.22,20.85
"27560520",Salami sandwich on white (Includes: bread,Per 100g,321.0,15.05,25.8,17.14
"27560530",Salami sandwich on white,Per 100g,326.0,15.87,22.61,18.87
"27560540",Salami sandwich on wheat (Includes: bread,Per 100g,319.0,16.07,23.84,17.34
"27560550",Salami sandwich on wheat,Per 100g,325.0,16.73,20.96,19.04
"27560610",Italian sandwich on white (Includes: bread,Per 100g,309.0,15.7,18.9,18.78
"27560620",Italian sandwich on wheat (Includes: bread,Per 100g,308.0,16.42,17.53,18.92
"27560630",Italian sandwich or sub,Per 100g,313.0,16.23,16.42,20.05
"27560710",Italian sausage sandwich on white (Includes: bread,Per 100g,300.0,14.45,23.47,16.29
"27560715",Italian sausage sandwich on wheat (Includes: bread,Per 100g,293.0,15.18,21.38,16.32
"27560920",Spam sandwich,Per 100g,266.0,10.03,27.64,12.83
"27564000",Hot dog sandwich,Per 100g,296.0,10.85,23.73,17.37
"27564440",Chili hot dog sandwich,Per 100g,223.0,9.94,18.75,11.98
"27580010",Multiple meat sandwich on white (Includes: bread,Per 100g,190.0,12.87,21.66,5.62
"27580020",Multiple meat sandwich on white,Per 100g,211.0,13.83,19.54,8.53
"27580030",Multiple meat sandwich on wheat (Includes: bread,Per 100g,189.0,13.69,20.08,5.78
"27580040",Multiple meat sandwich on wheat,Per 100g,210.0,14.54,18.17,8.67
"27580050",Multiple meat sandwich or sub,Per 100g,183.0,13.18,19.25,5.76
"27580070",Multiple meat sandwich wrap (Includes: tortilla; flatbread; any two or more meats excluding bacon; cheese),Per 100g,226.0,13.38,19.61,10.13
"27580110",Turkey and ham sandwich on white (Includes: bread,Per 100g,172.0,13.12,21.22,3.68
"27580120",Turkey and ham sandwich on white,Per 100g,195.0,14.04,19.16,6.83
"27580130",Turkey and ham sandwich on wheat (Includes: bread,Per 100g,170.0,13.94,19.65,3.84
"27580140",Turkey and ham sandwich on wheat,Per 100g,194.0,14.76,17.79,6.97
"27580150",Turkey and ham sandwich or sub,Per 100g,163.0,13.47,18.57,3.69
"28101000",Frozen dinner,Per 100g,146.0,6.82,10.94,8.4
"28110000",Beef dinner,Per 100g,146.0,6.82,10.94,8.4
"28110150",Beef with vegetable,Per 100g,125.0,10.64,4.69,6.95
"28110300",Salisbury steak dinner,Per 100g,146.0,6.82,10.94,8.4
"28110310",Salisbury steak with gravy,Per 100g,146.0,6.82,10.94,8.4
"28113140",Beef with spaetzle or rice,Per 100g,118.0,6.92,12.23,4.37
"28140100",Chicken dinner,Per 100g,124.0,8.48,10.73,5.18
"28141201",Teriyaki chicken with rice and vegetable,Per 100g,126.0,5.65,22.46,1.56
"28141250",Chicken with rice and vegetable,Per 100g,111.0,9.81,10.99,3.03
"28141650",Chicken and vegetables au gratin with rice,Per 100g,120.0,10.67,7.24,5.41
"28143020",Chicken and vegetable entree with rice,Per 100g,171.0,10.45,19.65,5.57
"28143080",Chicken with noodles and cheese sauce,Per 100g,114.0,10.07,11.66,2.86
"28143150",Chicken and vegetable entree with noodles,Per 100g,85.0,7.58,9.78,1.89
"28143200",Chicken in soy-based sauce,Per 100g,109.0,6.56,18.06,0.91
"28144100",Chicken and vegetable entree with noodles and cream sauce,Per 100g,124.0,8.48,10.73,5.18
"28145110",Turkey with vegetable,Per 100g,96.0,9.3,10.66,1.82
"28150510",Fish in lemon-butter sauce with starch item,Per 100g,101.0,5.46,10.98,3.78
"28154010",Shrimp and vegetables in sauce with noodles,Per 100g,91.0,5.29,13.45,1.72
"28160300",Meat loaf dinner,Per 100g,134.0,6.66,10.13,7.4
"28160310",Meat loaf with potatoes,Per 100g,134.0,6.66,10.13,7.4
"28355260",Lobster gumbo,Per 100g,59.0,6.19,4.63,1.78
"28355440",Shrimp gumbo,Per 100g,61.0,6.52,4.63,1.89
"28500000",Gravy,Per 100g,48.0,0.71,5.29,2.62
"28520100",Oyster sauce,Per 100g,51.0,1.35,10.92,0.25
"28522000",Mole sauce (Includes: mole,Per 100g,75.0,0.98,10.77,3.82
"31101010",Egg,Per 100g,143.0,12.4,0.96,9.96
"31201000",Duck egg,Per 100g,224.0,11.96,1.36,18.55
"31202000",Goose egg,Per 100g,224.0,12.94,1.27,18.09
"31203000",Quail egg,Per 100g,158.0,13.01,0.41,11.06
"32103000",Egg salad,Per 100g,257.0,10.26,1.01,23.14
"32103050",Egg Salad,Per 100g,139.0,9.8,4.29,8.82
"32105180",Huevos rancheros,Per 100g,121.0,6.68,8.85,6.65
"32105190",Egg casserole with bread,Per 100g,175.0,11.43,10.22,9.75
"32105200",Egg foo yung,Per 100g,125.0,11.69,5.2,6.16
"32105210",Chicken egg foo yung (Includes: young),Per 100g,137.0,12.79,4.78,7.38
"32105220",Pork egg foo yung (Includes: young),Per 100g,149.0,13.29,4.78,8.25
"32105230",Shrimp egg foo yung (Includes: young),Per 100g,125.0,11.69,5.2,6.16
"32105240",Beef egg foo yung (Includes: young),Per 100g,147.0,13.82,4.78,8.08
"32129990",Egg omelet or scrambled egg,Per 100g,185.0,11.58,0.91,15.0
"32203010",Egg salad sandwich on white (Includes: bread,Per 100g,260.0,9.98,17.07,16.62
"32203020",Egg salad sandwich on wheat (Includes: bread,Per 100g,259.0,10.64,15.81,16.75
"32400055",Egg white omelet,Per 100g,100.0,9.99,2.21,5.72
"32400100",Egg white,Per 100g,132.0,11.27,2.56,8.51
"32401000",Meringues,Per 100g,324.0,7.17,75.34,0.04
"33001010",Egg substitute,Per 100g,96.0,9.34,1.88,5.72
"34001100",Egg sandwich on white bread (Includes: egg sandwich,Per 100g,228.0,10.46,26.1,9.05
"34001110",Egg sandwich on white bread,Per 100g,248.0,11.99,22.85,12.04
"34001200",Egg sandwich on wheat bread (Includes: on bun or roll; multigrain,Per 100g,226.0,11.48,24.13,9.25
"34001210",Egg sandwich on wheat bread,Per 100g,246.0,12.86,21.18,12.21
"34001300",Egg sandwich on English muffin (Includes: with or without cheese),Per 100g,230.0,11.74,20.63,11.2
"34001310",Egg sandwich on English muffin,Per 100g,264.0,12.89,16.04,16.52
"34001400",Egg sandwich on croissant (Includes: with or without cheese),Per 100g,309.0,11.45,21.35,19.72
"34001410",Egg sandwich on croissant,Per 100g,325.0,12.67,16.59,23.03
"34001500",Egg sandwich on biscuit (Includes: with or without cheese),Per 100g,298.0,10.69,21.6,18.81
"34001510",Egg sandwich on biscuit,Per 100g,310.0,10.96,18.55,21.35
"34001600",Egg sandwich on bagel (Includes: with or without cheese),Per 100g,251.0,11.97,31.81,8.43
"34001610",Egg sandwich on bagel,Per 100g,274.0,12.83,26.17,13.09
"34001700",Egg sandwich on griddle/pancake (Includes: waffle),Per 100g,242.0,8.32,22.81,13.21
"34001710",Egg sandwich on griddle/pancake,Per 100g,287.0,11.69,15.62,19.84
"34002000",Egg white sandwich,Per 100g,166.0,9.41,24.1,3.62
"34002110",Bacon biscuit sandwich (Includes: with or without cheese),Per 100g,382.0,13.71,29.26,23.2
"34002120",Ham biscuit sandwich (Includes: with or without cheese),Per 100g,322.0,11.56,28.24,18.1
"34002130",Sausage biscuit sandwich,Per 100g,372.0,10.66,27.21,24.47
"34002150",Sausage English muffin sandwich (Includes: with or without cheese; McDonald's Sausage McMuffin),Per 100g,300.0,13.48,22.81,17.2
"34002160",Sausage griddle/pancake sandwich (Includes: waffle; with or without cheese; other meat; McDonald's Sausage McGriddle),Per 100g,278.0,10.53,17.04,18.69
"34003100",Egg burrito (Includes: breakfast taco; sandwich wrap; tortilla; with or without cheese),Per 100g,249.0,10.91,20.06,13.71
"34003120",Egg burrito,Per 100g,257.0,11.27,18.88,14.96
"41100990",Beans,Per 100g,189.0,8.34,23.78,7.08
"41101090",White beans,Per 100g,188.0,9.04,23.32,6.83
"41101990",Black beans,Per 100g,181.0,8.23,22.04,7.01
"41102170",Black beans with meat,Per 100g,177.0,10.61,19.06,6.81
"41102210",Fava beans,Per 100g,161.0,7.06,18.26,6.88
"41102990",Lima beans,Per 100g,165.0,7.25,19.4,6.86
"41103070",Pink beans,Per 100g,197.0,8.42,25.94,6.96
"41103990",Pinto beans,Per 100g,191.0,8.37,24.37,7.11
"41104250",Pinto beans with meat (Includes: calico),Per 100g,186.0,10.73,21.07,6.9
"41105990",Kidney beans,Per 100g,177.0,8.06,21.19,6.97
"41106170",Kidney beans with meat (Includes: red),Per 100g,173.0,10.46,18.33,6.78
"41106510",Peruvian beans,Per 100g,192.0,8.51,23.49,7.51
"41107010",Soybeans,Per 100g,218.0,16.92,7.77,14.84
"41108010",Mung beans,Per 100g,156.0,6.52,17.8,6.86
"41201010",Baked beans (Includes: chili; barbecue; baked beans,Per 100g,105.0,4.52,21.57,0.89
"41201020",Baked beans,Per 100g,94.0,4.75,21.14,0.37
"41201050",Baked beans from fast food / restaurant,Per 100g,116.0,4.38,23.29,1.35
"41202505",Beans and tomatoes,Per 100g,101.0,6.37,18.76,0.51
"41203030",Black bean salad,Per 100g,94.0,3.08,12.61,3.85
"41205010",Refried beans (Includes: canned; with or without fat; NS as to meat; refried beans,Per 100g,90.0,4.98,13.55,2.01
"41205017",Refried beans,Per 100g,177.0,6.7,16.28,9.48
"41205030",Refried beans with meat,Per 100g,99.0,7.81,11.76,2.51
"41205050",Bean dip,Per 100g,119.0,5.44,15.89,3.7
"41205055",Layer dip (Includes: any number of layers; taco dip; Mexican dip; seven layer dip),Per 100g,146.0,5.41,6.67,11.33
"41205070",Hummus,Per 100g,243.0,7.35,14.9,17.1
"41205100",Black bean sauce,Per 100g,168.0,6.28,17.36,8.45
"41206030",Beans and franks,Per 100g,138.0,6.74,17.29,5.22
"41208030",Pork and beans,Per 100g,105.0,4.52,21.57,0.89
"41208100",Beans with meat,Per 100g,184.0,10.7,20.56,6.88
"41209000",Falafel,Per 100g,514.0,8.28,28.96,41.19
"41210000",Bean cake (Includes: lentil; soybean),Per 100g,414.0,5.8,49.88,21.41
"41300990",Blackeyed peas,Per 100g,166.0,7.18,19.29,7.0
"41301990",Chickpeas,Per 100g,211.0,8.23,25.48,8.91
"41303000",Split peas,Per 100g,117.0,8.29,20.97,0.39
"41304000",Wasabi peas,Per 100g,432.0,14.11,62.2,14.11
"41304970",Lentils,Per 100g,166.0,8.38,18.71,6.86
"41305050",Dal (Includes: daal; lentils,Per 100g,145.0,8.6,19.17,4.31
"41310900",Bean chips (Includes: hummus; chickpea; garbanzo bean; black bean; popped bean chips; bean puffs; lentil chips),Per 100g,448.0,14.6,53.12,21.58
"41311000",Papad,Per 100g,371.0,25.56,59.87,3.25
"41311020",Sambar,Per 100g,86.0,4.33,11.77,2.71
"41311030",Lentil curry (Includes: chickpea; other beans; tofu; with vegetables),Per 100g,111.0,3.68,12.33,5.65
"41311040",Lentil curry with rice (Includes: chickpea; other beans; tofu; with vegetables),Per 100g,118.0,3.28,18.6,3.5
"41410010",Soy nuts,Per 100g,469.0,38.55,30.22,25.4
"41410015",Soy chips (Includes: all flavors; soy crisps),Per 100g,385.0,26.5,53.15,7.35
"41420010",Soybean curd (Includes: stir fried; bean curd; tofu),Per 100g,61.0,7.17,1.18,3.69
"41420020",Edamame,Per 100g,140.0,11.54,8.63,7.58
"41420050",Soybean curd cheese,Per 100g,151.0,12.5,6.9,8.1
"41420100",Miso sauce,Per 100g,429.0,3.43,13.99,41.0
"41420110",Miso (Includes: fermented soybean paste),Per 100g,198.0,12.79,25.37,6.01
"41420200",Natto (Includes: fermented soybean product),Per 100g,211.0,19.4,12.68,11.0
"41420250",Hoisin sauce,Per 100g,220.0,3.31,44.08,3.39
"41420300",Soy sauce (Includes: shoyu; tamari),Per 100g,53.0,8.14,4.93,0.57
"41420350",Soy sauce,Per 100g,57.0,9.05,5.59,0.3
"41420400",Teriyaki sauce (Includes: Asian barbecue sauce; eel sauce),Per 100g,89.0,5.93,15.56,0.02
"41420410",Teriyaki sauce,Per 100g,89.0,5.93,15.58,0.02
"41420450",Worcestershire sauce,Per 100g,77.0,0.0,19.17,0.0
"41421010",Soybean curd,Per 100g,270.0,18.82,8.86,20.18
"41425010",Vermicelli,Per 100g,126.0,0.04,31.42,0.04
"41440000",Textured vegetable protein,Per 100g,366.0,51.1,32.9,3.33
"41480020",Frozen dessert,Per 100g,159.0,0.87,18.24,9.27
"41810200",Bacon strip,Per 100g,309.0,11.69,5.31,29.52
"41810250",Bacon bits (Includes: meatless or meat),Per 100g,476.0,32.0,28.6,25.9
"41810400",Breakfast link,Per 100g,255.0,20.28,8.09,18.16
"41811600",Luncheon slice,Per 100g,189.0,17.78,4.44,11.11
"41811800",Meatball,Per 100g,197.0,21.0,8.0,9.0
"41811890",Veggie burger patty,Per 100g,177.0,15.7,14.27,6.3
"41812500",Tofu and vegetables including carrots,Per 100g,92.0,4.11,4.68,6.71
"41812510",Tofu and vegetables excluding carrots,Per 100g,93.0,4.21,4.4,6.94
"41812600",Vegetarian,Per 100g,290.0,23.0,9.0,18.0
"41812800",Vegetarian stew (Includes: meatless),Per 100g,33.0,0.67,3.12,2.15
"41812850",Vegetarian stroganoff (Includes: prepared from Worthington Foods Natural Touch Stroganoff Mix),Per 100g,167.0,7.69,11.78,10.03
"41901010",Veggie burger,Per 100g,224.0,12.96,30.82,5.2
"41901030",Falafel sandwich,Per 100g,265.0,6.22,27.04,14.76
"42100050",Nuts,Per 100g,610.0,19.59,20.9,53.82
"42100100",Almonds,Per 100g,598.0,20.96,21.01,52.54
"42102000",Brazil nuts,Per 100g,659.0,14.32,11.74,67.1
"42104000",Cashews,Per 100g,574.0,15.31,32.69,46.35
"42105000",Chestnuts (Includes: roasted),Per 100g,245.0,3.17,52.96,2.2
"42106000",Coconut,Per 100g,354.0,3.33,15.23,33.49
"42107000",Hazelnuts (Includes: filberts),Per 100g,628.0,14.95,16.7,60.75
"42109100",Macadamia nuts (Includes: all; NFS),Per 100g,716.0,7.79,12.83,76.08
"42110000",Mixed nuts,Per 100g,610.0,19.59,20.9,53.82
"42111000",Peanuts,Per 100g,587.0,24.35,21.26,49.66
"42112000",Pecans,Per 100g,750.0,9.96,12.7,73.28
"42113000",Pine nuts (Includes: pignolias),Per 100g,673.0,13.69,13.08,68.37
"42114130",Pistachio nuts,Per 100g,572.0,21.05,28.28,45.82
"42116000",Walnuts,Per 100g,730.0,14.56,10.91,69.74
"42200500",Almond butter (Includes: NS as to type),Per 100g,641.0,20.67,21.11,52.72
"42200510",Almond butter,Per 100g,645.0,20.79,21.24,53.04
"42200600",Almond paste (Includes: Marzipan paste),Per 100g,458.0,9.0,47.81,27.74
"42201000",Cashew butter,Per 100g,609.0,12.12,30.3,53.03
"42202000",Peanut butter (Includes: NS as to type),Per 100g,598.0,22.21,22.31,51.36
"42202010",Peanut butter,Per 100g,598.0,22.21,22.31,51.36
"42203000",Peanut butter and jelly (Includes: Smucker's Goober PB & J Stripes),Per 100g,432.0,11.18,46.13,25.69
"42203100",Peanut butter and chocolate spread,Per 100g,498.0,11.66,42.76,34.48
"42203200",Soy nut butter,Per 100g,613.0,23.02,23.0,50.01
"42204050",Peanut sauce,Per 100g,257.0,6.31,22.02,16.02
"42301010",Peanut butter sandwich,Per 100g,382.0,13.88,39.85,20.21
"42302010",Peanut butter and jelly sandwich,Per 100g,361.0,11.42,45.22,16.6
"42304010",Almond butter sandwich,Per 100g,397.0,13.34,39.43,20.68
"42304030",Almond butter and jelly sandwich,Per 100g,374.0,10.98,44.88,16.99
"42305010",Nutella sandwich on white bread (Includes: bread,Per 100g,362.0,8.03,53.78,12.68
"42305020",Nutella sandwich on wheat bread (Includes: bread,Per 100g,359.0,9.32,51.31,12.93
"42402010",Coconut cream,Per 100g,357.0,1.17,53.21,16.31
"42403010",Coconut water,Per 100g,18.0,0.22,4.24,0.0
"42500000",Trail mix,Per 100g,454.0,10.9,51.06,26.83
"42500100",Trail mix with nuts (Includes: seeds),Per 100g,604.0,20.06,21.07,52.98
"42501000",Trail mix with nuts and fruit (Includes: gorp; seeds),Per 100g,454.0,10.9,51.06,26.83
"42501500",Trail mix with chocolate (Includes: any nuts,Per 100g,503.0,11.65,48.27,32.26
"42502100",Trail mix with pretzels,Per 100g,476.0,13.09,50.59,27.66
"43101050",Pumpkin seeds,Per 100g,574.0,29.84,14.71,49.05
"43102000",Sunflower seeds,Per 100g,582.0,19.33,24.07,49.8
"43103000",Sesame seeds,Per 100g,631.0,20.45,11.73,61.21
"43103300",Tahini (Includes: sesame seed butter; sesame seed paste),Per 100g,697.0,19.71,14.18,62.4
"43104000",Flax seeds,Per 100g,545.0,18.04,34.36,37.28
"43107000",Mixed seeds,Per 100g,580.0,21.96,21.73,49.61
"43108010",Chia seeds,Per 100g,486.0,16.54,42.12,30.74
"51000100",Bread,Per 100g,267.0,9.43,49.2,3.59
"51000200",Roll,Per 100g,279.0,9.77,50.12,3.91
"51108010",Focaccia,Per 100g,249.0,8.77,35.82,7.89
"51121015",Garlic bread,Per 100g,349.0,8.34,41.64,16.58
"51136000",Bruschetta,Per 100g,171.0,4.29,21.32,7.61
"51160200",Pan dulce,Per 100g,371.0,9.07,56.36,12.2
"51161000",Pan Dulce,Per 100g,372.0,6.2,50.9,16.4
"51165000",Coffee cake,Per 100g,372.0,6.2,50.9,16.4
"51166000",Croissant (Includes: Sara Lee Wheat 'n' Honey; crescent roll),Per 100g,406.0,8.2,45.8,21.0
"51166100",Croissant,Per 100g,414.0,9.2,47.0,20.9
"51167000",Brioche,Per 100g,427.0,8.96,36.31,27.46
"51180010",Bagel (Includes: water bagel; flavored bagel; egg bagel; bialy; Bagel Thins),Per 100g,264.0,10.56,52.38,1.32
"51180030",Bagel,Per 100g,268.0,9.83,55.07,1.21
"51182010",Bread stuffing (Includes: homemade; stuffing,Per 100g,177.0,3.14,21.71,8.51
"51182020",Bread stuffing made with egg,Per 100g,192.0,3.31,17.77,11.92
"51183990",Breadsticks,Per 100g,342.0,12.18,44.39,12.85
"51185000",Croutons (Includes: seasoned bread crumbs),Per 100g,465.0,10.8,63.5,18.3
"51186010",Muffin,Per 100g,227.0,8.87,44.17,1.69
"51187000",Melba toast (Includes: all flavors; Old London; Devonsheer; mini toast crackers; crostini toast),Per 100g,390.0,12.1,76.6,3.2
"51187020",Anisette toast (Includes: almond toast; Stella D'oro),Per 100g,373.0,7.63,66.99,8.38
"51188100",Pannetone (Includes: Italian style sweet bread),Per 100g,325.0,9.76,53.75,8.39
"51188500",Zwieback toast (Includes: rusk; Gerber),Per 100g,426.0,10.1,74.2,9.7
"51807000",Injera,Per 100g,93.0,2.55,19.39,0.68
"52101000",Biscuit,Per 100g,370.0,7.08,42.82,18.92
"52104200",Biscuit with fruit (Includes: raisin),Per 100g,363.0,6.7,46.47,17.05
"52105100",Scone (Includes: NS as to fruit),Per 100g,382.0,6.67,48.07,18.35
"52105200",Scone,Per 100g,374.0,6.33,51.2,16.54
"52201000",Cornbread,Per 100g,330.0,6.59,54.46,9.58
"52204000",Cornbread stuffing (Includes: plain cornbread dressing),Per 100g,179.0,2.9,21.9,8.8
"52206010",Cornbread muffin,Per 100g,305.0,5.9,51.0,8.4
"52207010",Corn flour patty or tart,Per 100g,218.0,3.98,41.18,4.64
"52208010",Corn pone,Per 100g,214.0,3.5,39.68,4.31
"52208760",Gordita/sope shell,Per 100g,260.0,3.85,37.2,11.19
"52209010",Hush puppy (Includes: fried cornbread),Per 100g,296.0,6.16,40.21,13.25
"52211010",Johnnycake,Per 100g,277.0,7.98,43.82,7.46
"52213010",Spoonbread,Per 100g,166.0,6.68,18.55,7.06
"52215000",Tortilla,Per 100g,262.0,6.95,47.01,5.42
"52215300",Taco shell,Per 100g,476.0,6.41,63.49,21.79
"52220110",Arepa Dominicana (Includes: Cornmeal bread; Dominican style),Per 100g,267.0,5.66,30.47,14.0
"52311010",Popover (Includes: Dutch Baby; Yorkshire pudding),Per 100g,268.0,11.05,35.28,9.2
"53100100",Cake or cupcake,Per 100g,352.0,2.84,53.6,14.77
"53101100",Cake,Per 100g,257.0,6.1,58.7,0.3
"53104500",Cheesecake,Per 100g,399.0,5.29,34.82,26.52
"53108200",Snack cake,Per 100g,399.0,3.63,60.31,15.93
"53112100",Ice cream cake (Includes: any flavor; pie; roll; Baked Alaska; frozen yogurt cake),Per 100g,283.0,2.95,39.28,12.67
"53200100",Cookie,Per 100g,435.0,4.97,54.47,22.45
"53211000",Cookie bar,Per 100g,492.0,5.1,65.36,24.72
